order_id,order_line,order_date,customer_code,product_code,quantity,unit_price,discount_pct,payment_method,order_status,data_spedizione,data_consegna,corriere,costo_spedizione,totale_riga
ORD004230,1,2024-02-09,CUST00620,401003,-2,11.12,0.0,PayPal,Annullato,,,,,22.24
ORD004231,1,2024-02-09,CUST00407,401003,1,11.12,0.0,Carta di credito,Consegnato,2024-02-10,2024-03-01,Global Shipping,12.07,11.12
ORD004231,2,2024-02-09,CUST00407,603008,1,12.62,0.0,Carta di credito,Consegnato,2024-02-10,2024-03-01,Global Shipping,12.07,12.62
ORD004231,3,2024-02-09,CUST00407,603008,1,12.62,0.0,Carta di credito,Consegnato,2024-02-10,2024-03-01,Global Shipping,12.07,12.62
ORD004232,1,2024-02-10,CUST00602,102004,3,97.09,0.0,PayPal,Consegnato,2024-02-12,14/02/2024,Corriere Nazionale,3.46,291.27
ORD004233,1,2024-02-10,CUST00496,103007,0,380.3,0.0,Carta di credito,Consegnato,12/02/2024,2024-02-17,EuroLogistics,8.19,760.6
ORD004233,2,2024-02-10,CUST00496,103007,2,380.3,0.0,Carta di credito,Consegnato,2024-02-12,2024-02-17,EuroLogistics,8.19,760.6
ORD004234,1,2024-02-10,CUST00207,103007,1,380.3,0.0,PayPal,Consegnato,2024-02-12,2024-02-22,Global Shipping,13.51,380.3
ORD004234,2,2024-02-10,CUST00207,603008,1,12.62,0.0,PayPal,Consegnato,2024-02-12,2024-02-22,Global Shipping,13.51,12.62
ORD004234,3,2024-02-10,CUST00207,503007,1,25.13,0.0,PayPal,Consegnato,2024-02-12,2024-02-22,Global Shipping,13.51,25.13
ORD004235,1,2024-02-10,CUST00627,601006,1,13.09,0.0,PayPal,Consegnato,2024-02-11,2024-02-24,Global Shipping,9.9,13.09
ORD004236,1,10/02/2024,CUST00374,101004,1,25.26,0.0,Carta di credito,Annullato,,,,,25.26
ORD004237,1,2024-02-10,CUST00120,401003,1,11.12,0.0,Contrassegno,CONSEGNATO,2024-02-16,2024-02-19,Corriere Nazionale,4.61,11.12
ORD004238,1,2024-02-10,CUST00095,102006,3,33.8,0.0,Bonifico bancario,Consegnato,2024-02-15,2024-02-17,Corriere Nazionale,5.19,101.4
ORD004239,1,2024-02-10,CUST00279,401003,1,11.12,0.0,PayPal,Consegnato,2024-02-14,2024-02-18,Corriere Nazionale,4.41,11.12
ORD004240,1,2024-02-10,CUST00076,503007,1,"25,13",0.0,PayPal,Annullato,2024-02-11,,EuroLogistics,6.69,25.13
ORD004241,1,2024-02-10,CUST00303,503007,-1,25.13,0.0,PayPal,Consegnato,2024-02-12,2024-02-15,Corriere Nazionale,3.41,25.13
ORD004241,2,2024-02-10,CUST00303,501005,3,47.77,0.0,PayPal,Consegnato,2024-02-12,2024-02-15,Corriere Nazionale,3.41,143.31
ORD004241,3,2024-02-10,CUST00303,501008,1,89.75,0.0,PayPal,Consegnato,2024-02-12,2024-02-15,Corriere Nazionale,3.41,89.75
ORD004241,4,2024-02-10,CUST00303,503007,1,"25,13",0.0,PayPal,Consegnato,2024-02-12,2024-02-15,Corriere Nazionale,3.41,25.13
ORD004242,1,2024-02-10,CUST00222,302002,2,84.83,0.0,Bonifico bancario,Consegnato,2024-02-11,2024-02-14,Corriere Nazionale,4.83,169.66
ORD004242,2,10-02-2024,CUST00222,401003,3,11.12,0.0,Bonifico bancario,Consegnato,2024-02-11,2024-02-14,Corriere Nazionale,4.83,33.36
ORD004243,1,2024-02-10,CUST00088,302006,3,132.4,0.0,Carta di credito,Consegnato,2024-02-12,2024-02-15,CORRIERE NAZIONALE,3.65,397.2
ORD004243,2,2024-02-10,CUST00088,103007,1,380.3,0.0,Carta di credito,Consegnato,2024-02-12,2024-02-15,Corriere Nazionale,3.65,380.3
ORD004243,3,2024-02-10,CUST00088,603008,2,"12,62",0.0,Carta di credito,Consegnato,2024-02-12,2024-02-15,Corriere Nazionale,3.65,25.24
ORD004244,1,2024-02-10,CUST00191,301006,2,68.34,0.0,PayPal,Annullato,,,,,136.68
ORD004244,2,2024-02-10,CUST00191,303006,2,"55,1",0.0,PayPal,Annullato,,,,,110.2
ORD004244,3,2024-02-10,CUST00191,503001,1,10.71,0.0,PayPal,Annullato,,,,,10.71
ORD004244,4,2024-02-10,CUST00191,501008,2,89.75,0.0,PayPal,Annullato,,,,,179.5
ORD004245,1,2024-02-10,CUST00482,403007,1,26.3,0.0,PayPal,Consegnato,13/02/2024,2024-02-24,Global Shipping,14.35,26.3
ORD004246,1,2024-02-10,CUST00302,401002,1,8.96,,bonifico bancario,Consegnato,2024-02-15,2024-02-18,Corriere Nazionale,4.67,8.96
ORD004246,2,2024-02-10,CUST00302,401006,3,22.31,0.0,Bonifico bancario,Consegnato,2024-02-15,2024-02-18,Corriere Nazionale,4.67,66.93
ORD004247,1,2024-02-11,CUST00152,401003,1,11.12,0.0,Bonifico bancario,Consegnato,2024-02-12,2024-02-16,Corriere Nazionale,4.14,11.12
ORD004248,1,2024-02-11,CUST00546,502004,3,15.76,0.0,PayPal,Consegnato,2024-02-14,2024-02-28,Global Shipping,15.7,47.28
ORD004249,1,2024-02-11,CUST00207,603008,1,12.62,0.0,PayPal,Consegnato,2024-02-17,2024-03-06,Global Shipping,11.53,12.62
ORD004250,1,2024-02-11,CUST00323,603008,1,12.62,0.0,Bonifico bancario,Annullato,,,,,12.62
ORD004251,1,2024-02-11,CUST00096,103007,1,380.3,0.0,PayPal,Consegnato,2024-02-12,2024-02-14,Corriere Nazionale,4.59,380.3
ORD004251,2,2024-02-11,CUST00096,601001,1,14.99,0.0,  PayPal  ,Consegnato,2024-02-12,2024-02-14,Corriere Nazionale,4.59,14.99
ORD004251,3,2024-02-11,CUST00096,103007,1,"380,3",0.0,PayPal,Consegnato,2024-02-12,14/02/2024,Corriere Nazionale,4.59,380.3
ORD004251,4,2024-02-11,CUST00096,601007,1,11.07,0.0,PayPal,Consegnato,2024-02-12,14-02-2024,  Corriere Nazionale  ,4.59,11.07
ORD004252,1,2024-02-11,CUST00602,101006,1,8.57,0.0,Bonifico bancario,Consegnato,2024-02-14,2024-02-17,Corriere Nazionale,4.9,8.57
ORD004252,2,2024-02-11,CUST00602,503007,1,25.13,0.0,Bonifico bancario,Consegnato,14/02/2024,2024-02-17,Corriere Nazionale,4.9,25.13
ORD004252,3,2024-02-11,CUST00602,103002,2,12.24,0.0,Bonifico bancario,Consegnato,2024-02-14,2024-02-17,  Corriere Nazionale  ,4.9,24.48
ORD004253,1,2024-02-11,CUST00001,401003,2,11.12,,PayPal,Annullato,,,,,22.24
ORD004254,1,11/02/2024,CUST00589,503007,1,25.13,0.0,Contrassegno,Consegnato,2024-02-13,2024-02-17,Corriere Nazionale,5.81,25.13
ORD004255,1,2024-02-11,CUST00040,401003,-1,11.12,0.0,Carta di credito,Consegnato,13-02-2024,2024-02-15,Corriere Nazionale,5.9,11.12
ORD004255,2,2024-02-11,CUST00040,401003,1,11.12,0.0,Carta di credito,Consegnato,2024-02-13,2024-02-15,Corriere Nazionale,5.9,11.12
ORD004255,3,2024-02-11,CUST00040,401003,1,11.12,0.0,carta di credito,Consegnato,2024-02-13,2024-02-15,Corriere Nazionale,5.9,11.12
ORD004256,1,2024-02-11,CUST00523,403008,1,15.96,0.0,  Carta di credito  ,Annullato,,,,,15.96
ORD004257,1,2024-02-11,CUST00493,603008,1,12.62,0.0,PayPal,Consegnato,2024-02-12,2024-02-22,Global Shipping,13.07,12.62
ORD004258,1,2024-02-11,CUST00108,503007,1,25.13,0.0,Bonifico bancario,Consegnato,2024-02-16,2024-02-18,  Corriere Nazionale  ,5.03,25.13
ORD004258,2,2024-02-11,CUST00108,603001,2,16.61,0.0,Bonifico bancario,Consegnato,2024-02-16,2024-02-18,Corriere Nazionale,5.03,33.22
ORD004259,1,2024-02-11,CUST00166,603004,1,14.4,0.0,PayPal,Consegnato,2024-02-11,2024-02-16,EuroLogistics,8.23,14.4
ORD004259,2,11-02-2024,CUST00166,603006,1,23.56,0.0,PayPal,Consegnato,2024-02-11,2024-02-16,eurologistics,8.23,23.56
ORD004259,3,2024-02-11,CUST00166,601001,1,14.99,0.0,PayPal,Consegnato,2024-02-11,2024-02-16,EuroLogistics,8.23,14.99
ORD004260,1,2024-02-12,CUST00213,402007,1,223.28,0.0,Bonifico bancario,Consegnato,2024-02-13,2024-02-17,Corriere Nazionale,5.94,223.28
ORD004261,1,2024-02-12,CUST00482,401003,1,11.12,0.0,Bonifico bancario,Consegnato,2024-02-12,2024-02-24,Global Shipping,10.35,11.12
ORD004261,2,2024-02-12,CUST00482,302005,1,111.29,0.0,Bonifico bancario,Consegnato,2024-02-12,2024-02-24,Global Shipping,10.35,111.29
ORD004261,3,2024-02-12,CUST00482,401003,1,"11,12",0.0,Bonifico bancario,Consegnato,2024-02-12,24-02-2024,GLOBAL SHIPPING,10.35,11.12
ORD004262,1,2024-02-12,CUST00555,502007,1,14.55,0.0,PayPal,Annullato,2024-02-21,,Corriere Nazionale,4.19,14.55
ORD004263,1,2024-02-12,CUST00337,601001,1,14.99,0.0,Bonifico bancario,Consegnato,2024-02-18,2024-02-22,Corriere Nazionale,5.04,14.99
ORD004263,2,2024-02-12,CUST00337,603008,3,12.62,0.0,Bonifico bancario,Consegnato,18-02-2024,2024-02-22,  Corriere Nazionale  ,5.04,37.86
ORD004263,3,2024-02-12,CUST00337,103007,1,380.3,0.0,Bonifico bancario,Consegnato,2024-02-18,2024-02-22,Corriere Nazionale,5.04,380.3
ORD004264,1,2024-02-12,CUST00539,103004,1,167.17,0.0,bonifico bancario,consegnato,2024-02-14,2024-02-18,Corriere Nazionale,5.32,167.17
ORD004264,2,2024-02-12,CUST00539,  102001  ,1,949.88,0.0,  Bonifico bancario  ,Consegnato,2024-02-14,2024-02-18,Corriere Nazionale,5.32,949.88
ORD004264,3,2024-02-12,CUST00539,101003,1,20.3,0.0,Bonifico bancario,Consegnato,2024-02-14,2024-02-18,Corriere Nazionale,5.32,20.3
ORD004265,1,2024-02-12,CUST00079,601003,2,33.92,0.0,Carta di credito,Consegnato,2024-02-13,2024-03-03,Global Shipping,14.55,67.84
ORD004266,1,2024-02-12,CUST00087,503004,1,"13,34",0.0,CARTA DI CREDITO,ANNULLATO,,,,,13.34
ORD004266,2,2024-02-12,CUST00087,103003,1,130.55,0.0,Carta di credito,Annullato,,,,,130.55
ORD004266,3,2024-02-12,CUST00087,501001,2,42.7,0.0,Carta di credito,Annullato,,,,,85.4
ORD004267,1,2024-02-12,CUST00577,102003,1,97.15,0.0,Carta di credito,Consegnato,2024-02-15,2024-02-25,Global Shipping,14.14,97.15
ORD004268,1,2024-02-12,CUST00587,301001,1,92.93,0.0,Bonifico bancario,Consegnato,2024-02-12,2024-02-15,Corriere Nazionale,3.73,92.93
ORD004269,1,2024-02-12,CUST00198,201001,1,107.39,0.0,PayPal,Consegnato,2024-02-15,2024-02-22,EuroLogistics,9.83,107.39
ORD004269,2,2024-02-12,CUST00198,503007,3,25.13,0.0,PayPal,Consegnato,2024-02-15,2024-02-22,EuroLogistics,9.83,75.39
ORD004270,1,2024-02-12,CUST00182,601001,1,14.99,0.0,Bonifico bancario,Consegnato,2024-02-15,2024-02-20,EuroLogistics,7.32,14.99
ORD004270,2,2024-02-12,CUST00182,102003,1,97.15,0.0,Bonifico bancario,Consegnato,2024-02-15,2024-02-20,EuroLogistics,7.32,97.15
ORD004270,3,2024-02-12,CUST00182,601001,1,14.99,0.0,Bonifico bancario,Consegnato,2024-02-15,2024-02-20,EuroLogistics,7.32,14.99
ORD004271,1,2024-02-12,CUST00027,  103007  ,1,380.3,0.0,Bonifico bancario,Consegnato,14/02/2024,2024-02-16,Corriere Nazionale,3.76,380.3
ORD004272,1,2024-02-13,CUST00518,103007,2,380.3,0.0,Bonifico bancario,consegnato,2024-02-17,2024-02-19,Corriere Nazionale,4.12,760.6
ORD004272,2,2024-02-13,CUST00518,  303900  ,1,160.63,0.0,bonifico bancario,Consegnato,2024-02-17,2024-02-19,Corriere Nazionale,4.12,160.63
ORD004273,1,2024-02-13,CUST00379,601001,1,14.99,0.0,Contrassegno,Consegnato,2024-02-17,2024-02-21,Corriere Nazionale,3.23,14.99
ORD004274,1,2024-02-13,CUST00127,103007,1,380.3,0.0,Carta di credito,Consegnato,2024-02-15,2024-03-04,Global Shipping,10.99,380.3
ORD004275,1,2024-02-13,CUST00085,601002,2,33.23,0.0,Carta di credito,Annullato,,,,,66.46
ORD004276,1,2024-02-13,CUST00433,601007,2,11.07,0.0,Carta di credito,Consegnato,2024-02-14,2024-02-17,Corriere Nazionale,3.15,22.14
ORD004276,2,2024-02-13,CUST00433,401003,1,11.12,0.0,Carta di credito,Consegnato,2024-02-14,2024-02-17,Corriere Nazionale,3.15,11.12
ORD004277,1,2024-02-13,CUST00048,  202001  ,2,27.45,0.0,Carta di credito,Consegnato,2024-02-16,2024-02-18,corriere nazionale,4.74,54.9
ORD004277,2,2024-02-13,CUST00048,403002,1,31.63,0.0,Carta di credito,Consegnato,2024-02-16,2024-02-18,  Corriere Nazionale  ,4.74,31.63
ORD004277,3,2024-02-13,CUST00048,102002,1,46.84,0.0,Carta di credito,Consegnato,2024-02-16,2024-02-18,Corriere Nazionale,4.74,46.84
ORD004277,4,2024-02-13,CUST00048,203001,1,11.16,0.0,Carta di credito,Consegnato,2024-02-16,2024-02-18,Corriere Nazionale,4.74,11.16
ORD004278,1,2024-02-13,CUST00205,401003,1,11.12,,Carta di credito,Consegnato,2024-02-14,2024-02-21,EuroLogistics,9.94,11.12
ORD004279,1,2024-02-13,CUST00211,603008,1,12.62,0.0,PayPal,Consegnato,2024-02-14,2024-02-16,Corriere Nazionale,5.49,12.62
ORD004279,2,2024-02-13,CUST00211,601001,2,14.99,0.0,PayPal,Consegnato,2024-02-14,2024-02-16,Corriere Nazionale,5.49,29.98
ORD004280,1,2024-02-13,CUST00156,101007,0,1146.78,0.0,Carta di credito,Consegnato,2024-02-17,2024-02-24,EuroLogistics,7.05,3440.34
ORD004281,1,2024-02-13,CUST00079,503001,1,10.71,,PayPal,Consegnato,2024-02-17,2024-02-29,Global Shipping,10.01,10.71
ORD004282,1,2024-02-13,CUST00602,603004,1,14.4,0.0,PayPal,Consegnato,2024-02-15,2024-02-19,Corriere Nazionale,4.43,14.4
ORD004282,2,2024-02-13,CUST00602,103007,2,380.3,0.0,PayPal,Consegnato,2024-02-15,2024-02-19,Corriere Nazionale,4.43,760.6
ORD004282,3,2024-02-13,CUST00602,202002,1,19.55,0.0,PayPal,Consegnato,2024-02-15,2024-02-19,Corriere Nazionale,4.43,19.55
ORD004283,1,13-02-2024,CUST00402,103007,2,380.3,0.0,  Carta di credito  ,Consegnato,2024-02-17,2024-02-22,EuroLogistics,6.43,760.6
ORD004284,1,2024-02-13,CUST00279,403005,1,66.68,0.0,PayPal,Consegnato,2024-02-16,2024-02-18,Corriere Nazionale,4.18,66.68
ORD004284,2,2024-02-13,CUST00279,  402005  ,1,30.23,0.0,PayPal,Consegnato,2024-02-16,2024-02-18,Corriere Nazionale,4.18,30.23
ORD004285,1,2024-02-13,CUST00030,  503003  ,1,10.22,0.0,Carta di credito,Consegnato,2024-02-15,2024-02-21,EUROLOGISTICS,8.09,10.22
ORD004286,1,2024-02-13,CUST00425,401003,2,11.12,0.0,Bonifico bancario,Consegnato,2024-02-14,2024-02-21,EuroLogistics,8.87,22.24
ORD004287,1,2024-02-13,CUST00129,503007,2,25.13,0.0,PayPal,Consegnato,23-02-2024,2024-03-10,Global Shipping,13.79,50.26
ORD004287,2,2024-02-13,CUST00129,102006,1,33.8,0.0,PayPal,Consegnato,2024-02-23,10-03-2024,  Global Shipping  ,13.79,33.8
ORD004287,3,2024-02-13,CUST00129,503001,1,10.71,0.0,PayPal,Consegnato,23-02-2024,2024-03-10,Global Shipping,13.79,10.71
ORD004287,4,2024-02-13,CUST00129,301900,2,92.93,0.0,PayPal,Consegnato,2024-02-23,2024-03-10,Global Shipping,13.79,185.86
ORD004288,1,2024-02-13,CUST00020,601001,1,14.99,0.0,Carta di credito,Consegnato,2024-02-14,2024-02-26,Global Shipping,16.61,14.99
ORD004288,2,2024-02-13,CUST00020,601001,1,14.99,0.0,Carta di credito,Consegnato,2024-02-14,2024-02-26,Global Shipping,16.61,14.99
ORD004289,1,14-02-2024,CUST00001,303002,1,160.63,0.0,Contrassegno,Annullato,,,,,160.63
ORD004289,1,14-02-2024,CUST00001,303002,1,160.63,0.0,Contrassegno,Annullato,,,,,160.63
ORD004289,2,2024-02-14,CUST00001,401003,2,11.12,0.0,Contrassegno,Annullato,,,,,22.24
ORD004289,3,2024-02-14,CUST00001,303003,1,35.0,0.0,Contrassegno,Annullato,,,,,35.0
ORD004290,1,2024-02-14,CUST00013,601001,1,14.99,0.0,Carta di credito,Consegnato,2024-02-16,2024-02-24,EuroLogistics,7.12,14.99
ORD004290,2,2024-02-14,CUST00013,601001,1,14.99,,Carta di credito,Consegnato,2024-02-16,2024-02-24,EuroLogistics,7.12,14.99
ORD004291,1,2024-02-14,CUST00195,103003,1,130.55,0.0,Carta di credito,Consegnato,2024-02-21,2024-03-02,Global Shipping,11.7,130.55
ORD004291,2,2024-02-14,CUST00195,102004,2,97.09,0.0,  Carta di credito  ,CONSEGNATO,2024-02-21,2024-03-02,Global Shipping,11.7,194.18
ORD004291,3,2024-02-14,CUST00195,102003,1,97.15,0.0,Carta di credito,Consegnato,2024-02-21,2024-03-02,Global Shipping,11.7,97.15
ORD004291,4,2024-02-14,CUST00195,401003,3,11.12,0.0,Carta di credito,Consegnato,2024-02-21,2024-03-02,Global Shipping,11.7,33.36
ORD004292,1,2024-02-14,CUST00424,501007,1,53.55,0.0,PayPal,Annullato,,,,,53.55
ORD004292,2,2024-02-14,CUST00424,502002,1,"20,93",0.0,PayPal,Annullato,,,,,20.93
ORD004292,3,2024-02-14,CUST00424,503001,1,"10,71",0.0,PayPal,Annullato,,,,,10.71
ORD004292,4,2024-02-14,CUST00424,501005,1,47.77,0.0,PayPal,Annullato,,,,,47.77
ORD004293,1,2024-02-14,CUST00420,603006,2,23.56,0.0,PayPal,Consegnato,2024-02-15,2024-02-17,Corriere Nazionale,4.86,47.12
ORD004294,1,2024-02-14,CUST00595,401003,2,11.12,0.0,bonifico bancario,Consegnato,2024-02-19,2024-02-21,Corriere Nazionale,2.99,22.24
ORD004294,2,2024-02-14,CUST00595,103007,3,380.3,0.0,Bonifico bancario,Consegnato,2024-02-19,2024-02-21,Corriere Nazionale,2.99,1140.9
ORD004295,1,2024-02-14,CUST00485,101008,1,148.67,0.0,  Contrassegno  ,Consegnato,2024-02-15,2024-02-18,Corriere Nazionale,5.91,148.67
ORD004295,2,2024-02-14,CUST00485,101005,1,728.78,0.0,Contrassegno,Consegnato,2024-02-15,2024-02-18,Corriere Nazionale,5.91,728.78
ORD004295,3,2024-02-14,CUST00485,101001,1,874.89,0.0,Contrassegno,Consegnato,2024-02-15,2024-02-18,Corriere Nazionale,5.91,874.89
ORD004295,4,2024-02-14,CUST00485,502003,3,10.71,0.0,Contrassegno,Consegnato,2024-02-15,18/02/2024,Corriere Nazionale,5.91,32.13
ORD004296,1,2024-02-14,CUST00605,101007,2,1146.78,0.0,Bonifico bancario,Consegnato,2024-02-16,2024-02-21,EuroLogistics,8.34,2293.56
ORD004296,2,2024-02-14,CUST00605,103007,2,380.3,0.0,Bonifico bancario,Consegnato,16-02-2024,2024-02-21,EuroLogistics,8.34,760.6
ORD004296,3,2024-02-14,CUST00605,101007,3,"1146,78",,bonifico bancario,CONSEGNATO,2024-02-16,2024-02-21,EuroLogistics,8.34,3440.34
ORD004297,1,2024-02-14,CUST00421,603008,2,12.62,,Bonifico bancario,Consegnato,2024-02-17,2024-03-07,Global Shipping,15.9,25.24
ORD004298,1,2024-02-14,CUST00307,402007,0,223.28,,Bonifico bancario,Consegnato,2024-02-15,2024-02-17,  Corriere Nazionale  ,5.04,446.56
ORD004298,2,2024-02-14,CUST00307,401006,1,"22,31",0.0,Bonifico bancario,Consegnato,15-02-2024,2024-02-17,Corriere Nazionale,5.04,22.31
ORD004299,1,2024-02-15,CUST00578,401001,1,11.27,,Contrassegno,Consegnato,2024-02-15,2024-02-18,Corriere Nazionale,4.6,11.27
ORD004299,2,2024-02-15,CUST00578,601001,2,14.99,0.0,Contrassegno,Consegnato,2024-02-15,2024-02-18,  Corriere Nazionale  ,4.6,29.98
ORD004300,1,2024-02-15,CUST00555,602004,1,11.87,0.0,Contrassegno,Consegnato,2024-02-16,2024-02-20,  Corriere Nazionale  ,3.0,11.87
ORD004300,2,2024-02-15,CUST00555,603001,1,16.61,0.0,Contrassegno,Consegnato,2024-02-16,2024-02-20,Corriere Nazionale,3.0,16.61
ORD004301,1,2024-02-15,CUST00133,503007,1,25.13,0.0,Contrassegno,Consegnato,18-02-2024,2024-02-20,Corriere Nazionale,3.17,25.13
ORD004301,2,15/02/2024,CUST00133,  201004  ,1,19.83,0.0,Contrassegno,Consegnato,2024-02-18,2024-02-20,Corriere Nazionale,3.17,19.83
ORD004301,3,2024-02-15,CUST00133,  102005  ,1,57.94,0.0,Contrassegno,Consegnato,2024-02-18,2024-02-20,corriere nazionale,3.17,57.94
ORD004302,1,2024-02-15,CUST00120,103007,1,380.3,0.0,Carta di credito,Consegnato,2024-02-16,2024-02-18,Corriere Nazionale,2.99,380.3
ORD004303,1,2024-02-15,CUST00225,602003,2,24.77,0.0,carta di credito,Annullato,,,,,49.54
ORD004303,2,2024-02-15,CUST00225,103007,0,380.3,0.0,Carta di credito,Annullato,,,,,380.3
ORD004304,1,2024-02-15,CUST00149,503001,1,10.71,0.0,Bonifico bancario,Annullato,,,,,10.71
ORD004305,1,2024-02-15,CUST00096,503007,1,"25,13",0.0,Carta di credito,Annullato,,,,,25.13
ORD004306,1,2024-02-15,CUST00367,203007,2,22.91,0.0,Bonifico bancario,Consegnato,2024-02-17,2024-03-01,Global Shipping,10.07,45.82
ORD004307,1,2024-02-15,CUST00279,402001,1,17.4,0.0,Contrassegno,Consegnato,16-02-2024,2024-02-20,Corriere Nazionale,3.36,17.4
ORD004307,2,2024-02-15,CUST00279,401006,3,22.31,0.0,Contrassegno,Consegnato,2024-02-16,20-02-2024,Corriere Nazionale,3.36,66.93
ORD004307,3,2024-02-15,CUST00279,402004,2,"20,26",0.0,CONTRASSEGNO,Consegnato,16-02-2024,2024-02-20,Corriere Nazionale,3.36,40.52
ORD004307,4,2024-02-15,CUST00279,503002,1,15.95,,Contrassegno,Consegnato,2024-02-16,2024-02-20,Corriere Nazionale,3.36,15.95
ORD004308,1,2024-02-15,CUST00460,601006,2,"13,09",0.0,Carta di credito,Consegnato,2024-02-16,2024-03-03,Global Shipping,14.45,26.18
ORD004308,2,15/02/2024,CUST00460,503001,1,"10,71",0.0,Carta di credito,Consegnato,2024-02-16,2024-03-03,Global Shipping,14.45,10.71
ORD004308,2,15/02/2024,CUST00460,503001,1,"10,71",0.0,Carta di credito,Consegnato,2024-02-16,2024-03-03,Global Shipping,14.45,10.71
ORD004309,1,2024-02-15,CUST00272,  103007  ,1,380.3,0.0,PayPal,Consegnato,2024-02-18,2024-03-01,Global Shipping,15.25,380.3
ORD004310,1,2024-02-15,CUST00055,401003,1,11.12,0.0,PayPal,Consegnato,18-02-2024,2024-02-20,Corriere Nazionale,5.67,11.12
ORD004310,2,2024-02-15,CUST00055,503002,1,15.95,0.0,PayPal,Consegnato,2024-02-18,2024-02-20,Corriere Nazionale,5.67,15.95
ORD004311,1,16-02-2024,CUST00570,  402007  ,2,223.28,0.0,Contrassegno,Consegnato,2024-02-19,2024-02-21,Corriere Nazionale,3.47,446.56
ORD004311,2,2024-02-16,CUST00570,403006,2,37.26,0.0,Contrassegno,Consegnato,2024-02-19,2024-02-21,Corriere Nazionale,3.47,74.52
ORD004311,3,2024-02-16,CUST00570,403007,1,26.3,0.0,  Contrassegno  ,Consegnato,2024-02-19,2024-02-21,Corriere Nazionale,3.47,26.3
ORD004312,1,2024-02-16,CUST00313,201004,2,19.83,0.0,PayPal,Consegnato,2024-02-21,26/02/2024,EuroLogistics,6.51,39.66
ORD004312,2,2024-02-16,CUST00313,303006,1,55.1,0.0,PayPal,Consegnato,2024-02-21,2024-02-26,EuroLogistics,6.51,55.1
ORD004312,3,2024-02-16,CUST00313,202002,1,19.55,0.0,  PayPal  ,Consegnato,2024-02-21,26-02-2024,EuroLogistics,6.51,19.55
ORD004313,1,2024-02-16,CUST00045,102003,2,97.15,0.0,Carta di credito,Consegnato,2024-02-22,2024-02-28,EuroLogistics,7.77,194.3
ORD004313,2,2024-02-16,CUST00045,101004,1,25.26,,Carta di credito,Consegnato,2024-02-22,2024-02-28,EuroLogistics,7.77,25.26
ORD004314,1,2024-02-16,CUST00197,401003,1,11.12,0.0,Bonifico bancario,Consegnato,2024-02-17,2024-02-21,Corriere Nazionale,4.77,11.12
ORD004314,2,2024-02-16,CUST00197,103007,1,380.3,,Bonifico bancario,Consegnato,2024-02-17,2024-02-21,Corriere Nazionale,4.77,380.3
ORD004314,3,2024-02-16,CUST00197,201006,1,17.04,0.0,Bonifico bancario,Consegnato,2024-02-17,2024-02-21,Corriere Nazionale,4.77,17.04
ORD004314,4,2024-02-16,CUST00197,401003,-1,11.12,0.0,Bonifico bancario,Consegnato,2024-02-17,2024-02-21,Corriere Nazionale,4.77,11.12
ORD004315,1,2024-02-16,CUST00259,503007,2,25.13,0.0,Bonifico bancario,Consegnato,2024-02-18,09-03-2024,Global Shipping,10.05,50.26
ORD004316,1,2024-02-16,CUST00437,101006,2,8.57,0.0,paypal,Annullato,,,,,17.14
ORD004316,2,2024-02-16,CUST00437,103003,1,130.55,0.0,  PayPal  ,Annullato,,,,,130.55
ORD004316,3,2024-02-16,CUST00437,  201006  ,2,17.04,0.0,PayPal,Annullato,,,,,34.08
ORD004317,1,2024-02-16,CUST00108,103900,1,87.81,0.0,PayPal,consegnato,2024-02-18,2024-02-20,Corriere Nazionale,5.6,87.81
ORD004317,2,2024-02-16,CUST00108,103001,1,81.21,0.0,PayPal,Consegnato,2024-02-18,2024-02-20,Corriere Nazionale,5.6,81.21
ORD004317,3,2024-02-16,CUST00108,101007,2,1146.78,0.0,PayPal,Consegnato,18/02/2024,2024-02-20,Corriere Nazionale,5.6,2293.56
ORD004318,1,2024-02-16,CUST00382,201006,1,17.04,0.0,PayPal,Consegnato,2024-02-20,2024-02-22,Corriere Nazionale,4.14,17.04
ORD004318,2,2024-02-16,CUST00382,202002,1,19.55,0.0,PayPal,Consegnato,2024-02-20,2024-02-22,Corriere Nazionale,4.14,19.55
ORD004319,1,2024-02-16,CUST00417,101006,1,8.57,0.0,PayPal,Consegnato,2024-02-18,2024-02-24,EuroLogistics,8.98,8.57
ORD004319,2,2024-02-16,CUST00417,603008,1,12.62,0.0,PayPal,Consegnato,2024-02-18,2024-02-24,EuroLogistics,8.98,12.62
ORD004319,2,2024-02-16,CUST00417,603008,1,12.62,0.0,PayPal,Consegnato,2024-02-18,2024-02-24,EuroLogistics,8.98,12.62
ORD004320,1,2024-02-16,CUST00127,503001,2,10.71,,Bonifico bancario,Consegnato,2024-02-18,2024-03-08,Global Shipping,9.87,21.42
ORD004320,2,2024-02-16,CUST00127,503001,3,10.71,0.0,Bonifico bancario,Consegnato,2024-02-18,2024-03-08,Global Shipping,9.87,32.13
ORD004320,3,2024-02-16,CUST00127,  601001  ,1,14.99,,Bonifico bancario,Consegnato,2024-02-18,2024-03-08,  Global Shipping  ,9.87,14.99
ORD004320,4,2024-02-16,CUST00127,503007,2,25.13,0.0,Bonifico bancario,Consegnato,2024-02-18,2024-03-08,Global Shipping,9.87,50.26
