customer_key,cluster,segmento_nome,data_calcolo
534,3,Clienti emergenti ad alta regolarita,2026-08-25
535,0,Nuovi clienti in attivazione,2026-08-25
536,1,Clienti stabili a ritmo irregolare,2026-08-25
537,1,Clienti stabili a ritmo irregolare,2026-08-25
538,2,Clienti fedeli di alto valore,2026-08-25
539,1,Clienti stabili a ritmo irregolare,2026-08-25
540,1,Clienti stabili a ritmo irregolare,2026-08-25
541,2,Clienti fedeli di alto valore,2026-08-25
542,2,Clienti fedeli di alto valore,2026-08-25
543,2,Clienti fedeli di alto valore,2026-08-25
544,1,Clienti stabili a ritmo irregolare,2026-08-25
545,2,Clienti fedeli di alto valore,2026-08-25
546,0,Nuovi clienti in attivazione,2026-08-25
547,3,Clienti emergenti ad alta regolarita,2026-08-25
549,3,Clienti emergenti ad alta regolarita,2026-08-25
550,0,Nuovi clienti in attivazione,2026-08-25
551,2,Clienti fedeli di alto valore,2026-08-25
552,1,Clienti stabili a ritmo irregolare,2026-08-25
553,2,Clienti fedeli di alto valore,2026-08-25
554,1,Clienti stabili a ritmo irregolare,2026-08-25
555,1,Clienti stabili a ritmo irregolare,2026-08-25
556,0,Nuovi clienti in attivazione,2026-08-25
557,3,Clienti emergenti ad alta regolarita,2026-08-25
558,2,Clienti fedeli di alto valore,2026-08-25
559,3,Clienti emergenti ad alta regolarita,2026-08-25
560,2,Clienti fedeli di alto valore,2026-08-25
561,2,Clienti fedeli di alto valore,2026-08-25
562,2,Clienti fedeli di alto valore,2026-08-25
563,3,Clienti emergenti ad alta regolarita,2026-08-25
564,1,Clienti stabili a ritmo irregolare,2026-08-25
565,1,Clienti stabili a ritmo irregolare,2026-08-25
566,3,Clienti emergenti ad alta regolarita,2026-08-25
567,3,Clienti emergenti ad alta regolarita,2026-08-25
568,3,Clienti emergenti ad alta regolarita,2026-08-25
569,3,Clienti emergenti ad alta regolarita,2026-08-25
570,1,Clienti stabili a ritmo irregolare,2026-08-25
571,0,Nuovi clienti in attivazione,2026-08-25
572,1,Clienti stabili a ritmo irregolare,2026-08-25
573,1,Clienti stabili a ritmo irregolare,2026-08-25
574,2,Clienti fedeli di alto valore,2026-08-25
575,1,Clienti stabili a ritmo irregolare,2026-08-25
576,2,Clienti fedeli di alto valore,2026-08-25
577,1,Clienti stabili a ritmo irregolare,2026-08-25
578,0,Nuovi clienti in attivazione,2026-08-25
579,1,Clienti stabili a ritmo irregolare,2026-08-25
580,3,Clienti emergenti ad alta regolarita,2026-08-25
581,2,Clienti fedeli di alto valore,2026-08-25
582,2,Clienti fedeli di alto valore,2026-08-25
584,1,Clienti stabili a ritmo irregolare,2026-08-25
586,1,Clienti stabili a ritmo irregolare,2026-08-25
587,3,Clienti emergenti ad alta regolarita,2026-08-25
588,2,Clienti fedeli di alto valore,2026-08-25
589,1,Clienti stabili a ritmo irregolare,2026-08-25
590,3,Clienti emergenti ad alta regolarita,2026-08-25
591,3,Clienti emergenti ad alta regolarita,2026-08-25
592,1,Clienti stabili a ritmo irregolare,2026-08-25
593,3,Clienti emergenti ad alta regolarita,2026-08-25
594,2,Clienti fedeli di alto valore,2026-08-25
595,1,Clienti stabili a ritmo irregolare,2026-08-25
596,3,Clienti emergenti ad alta regolarita,2026-08-25
597,1,Clienti stabili a ritmo irregolare,2026-08-25
598,1,Clienti stabili a ritmo irregolare,2026-08-25
599,1,Clienti stabili a ritmo irregolare,2026-08-25
600,2,Clienti fedeli di alto valore,2026-08-25
