product_code,data_rilevazione,quantita_disponibile
502002,2024-04-15,19
502002,2024-04-22,19
502002,2024-04-29,18
502002,2024-05-06,18
502002,2024-05-13,18
502002,2024-05-20,17
502002,2024-05-27,15
502002,2024-06-03,14
502002,2024-06-10,14
502002,2024-06-17,14
502002,2024-06-24,12
502002,2024-07-01,8
502002,2024-07-08,7
502002,2024-07-15,7
502002,2024-07-22,3
502002,2024-07-29,20
502002,2024-08-05,19
502002,2024-08-12,19
502002,2024-08-19,19
502002,2024-08-26,19
502002,2024-09-02,16
502002,2024-09-09,15
502002,2024-09-16,14
502002,2024-09-23,14
502002,2024-09-30,11
502002,2024-10-07,10
502002,2024-10-14,8
502002,2024-10-21,1
502002,2024-10-28,17
502002,2024-11-04,10
502002,2024-11-11,10
502002,2024-11-18,6
502002,2024-11-25,2
502002,2024-12-02,16
502002,2024-12-09,16
502002,2024-12-16,16
502002,2024-12-23,15
502002,2024-12-30,14
502002,2025-01-06,13
502002,2025-01-13,12
502002,2025-01-20,7
502002,2025-01-27,5
502002,2025-02-03,22
502002,2025-02-10,20
502002,2025-02-17,20
502002,2025-02-24,20
502002,2025-03-03,16
502002,2025-03-10,16
502002,2025-03-17,12
502002,2025-03-24,12
502002,2025-03-31,12
502002,2025-04-07,10
502002,2025-04-14,8
502002,2025-04-21,5
502002,2025-04-28,22
502002,2025-05-05,19
502002,2025-05-12,19
502002,2025-05-19,18
502002,2025-05-26,13
502002,2025-06-02,12
502002,2025-06-09,12
502002,2025-06-16,12
502002,2025-06-23,11
502002,2025-06-30,9
502002,2025-07-07,7
502002,2025-07-14,3
502002,2025-07-21,20
502002,2025-07-28,17
502002,2025-08-04,17
502002,2025-08-11,17
502002,2025-08-18,16
502002,2025-08-25,13
502002,2025-09-01,12
502002,2025-09-08,9
502002,2025-09-15,8
502002,2025-09-22,5
502002,2025-09-29,18
502002,2025-10-06,13
502002,2025-10-13,13
502002,2025-10-20,13
502002,2025-10-27,11
502002,2025-11-03,11
502002,2025-11-10,8
502002,2025-11-17,8
502002,2025-11-24,5
502002,2025-12-01,21
502002,2025-12-08,21
502002,2025-12-15,16
502002,2025-12-22,10
502002,2025-12-29,10
501001,2023-01-02,12
501001,2023-01-09,12
501001,2023-01-16,12
501001,2023-01-23,12
501001,2023-01-30,12
501001,2023-02-06,12
501001,2023-02-13,12
501001,2023-02-20,12
501001,2023-02-27,12
501001,2023-03-06,11
501001,2023-03-13,10
501001,2023-03-20,8
501001,2023-03-27,8
501001,2023-04-03,8
501001,2023-04-10,8
501001,2023-04-17,6
501001,2023-04-24,6
501001,2023-05-01,6
501001,2023-05-08,6
501001,2023-05-15,6
501001,2023-05-22,6
501001,2023-05-29,6
501001,2023-06-05,6
501001,2023-06-12,5
501001,2023-06-19,5
501001,2023-06-26,5
501001,2023-07-03,5
501001,2023-07-10,3
501001,2023-07-17,17
501001,2023-07-24,17
501001,2023-07-31,16
501001,2023-08-07,15
501001,2023-08-14,15
501001,2023-08-21,14
501001,2023-08-28,14
501001,2023-09-04,14
501001,2023-09-11,13
501001,2023-09-18,12
501001,2023-09-25,12
501001,2023-10-02,11
501001,2023-10-09,10
501001,2023-10-16,10
501001,2023-10-23,5
501001,2023-10-30,5
501001,2023-11-06,5
501001,2023-11-13,3
501001,2023-11-20,18
501001,2023-11-27,15
501001,2023-12-04,14
501001,2023-12-11,12
501001,2023-12-18,11
501001,2023-12-25,8
501001,2024-01-01,7
501001,2024-01-08,7
501001,2024-01-15,3
501001,2024-01-22,17
501001,2024-01-29,17
501001,2024-02-05,15
501001,2024-02-12,15
501001,2024-02-19,14
501001,2024-02-26,11
501001,2024-03-04,10
501001,2024-03-11,9
501001,2024-03-18,9
501001,2024-03-25,9
501001,2024-04-01,6
501001,2024-04-08,5
501001,2024-04-15,5
501001,2024-04-22,4
501001,2024-04-29,19
501001,2024-05-06,19
501001,2024-05-13,17
501001,2024-05-20,14
501001,2024-05-27,12
501001,2024-06-03,11
501001,2024-06-10,9
501001,2024-06-17,9
501001,2024-06-24,7
501001,2024-07-01,7
501001,2024-07-08,7
501001,2024-07-15,3
501001,2024-07-22,18
501001,2024-07-29,18
501001,2024-08-05,18
501001,2024-08-12,18
501001,2024-08-19,18
501001,2024-08-26,17
501001,2024-09-02,17
501001,2024-09-09,16
501001,2024-09-16,15
501001,2024-09-23,12
501001,2024-09-30,11
501001,2024-10-07,7
501001,2024-10-14,4
501001,2024-10-21,18
501001,2024-10-28,17
501001,2024-11-04,16
501001,2024-11-11,13
501001,2024-11-18,13
501001,2024-11-25,11
501001,2024-12-02,9
501001,2024-12-09,8
501001,2024-12-16,5
501001,2024-12-23,2
501001,2024-12-30,17
501001,2025-01-06,13
501001,2025-01-13,12
501001,2025-01-20,10
501001,2025-01-27,10
501001,2025-02-03,10
501001,2025-02-10,0
501001,2025-02-17,11
501001,2025-02-24,10
501001,2025-03-03,9
501001,2025-03-10,9
501001,2025-03-17,6
501001,2025-03-24,2
501001,2025-03-31,16
501001,2025-04-07,11
501001,2025-04-14,9
501001,2025-04-21,9
501001,2025-04-28,7
501001,2025-05-05,6
501001,2025-05-12,5
501001,2025-05-19,2
501001,2025-05-26,17
501001,2025-06-02,15
501001,2025-06-09,14
501001,2025-06-16,13
501001,2025-06-23,11
501001,2025-06-30,10
501001,2025-07-07,9
501001,2025-07-14,6
501001,2025-07-21,5
501001,2025-07-28,2
501001,2025-08-04,13
501001,2025-08-11,12
501001,2025-08-18,12
501001,2025-08-25,8
501001,2025-09-01,6
501001,2025-09-08,6
501001,2025-09-15,3
501001,2025-09-22,18
501001,2025-09-29,18
501001,2025-10-06,12
501001,2025-10-13,10
501001,2025-10-20,10
501001,2025-10-27,5
501001,2025-11-03,0
501001,2025-11-10,13
501001,2025-11-17,10
501001,2025-11-24,8
501001,2025-12-01,7
501001,2025-12-08,7
501001,2025-12-15,6
501001,2025-12-22,1
501001,2025-12-29,16
103005,2023-01-02,19
103005,2023-01-09,19
103005,2023-01-16,19
103005,2023-01-23,17
103005,2023-01-30,17
103005,2023-02-06,17
103005,2023-02-13,16
103005,2023-02-20,15
103005,2023-02-27,15
103005,2023-03-06,15
103005,2023-03-13,14
103005,2023-03-20,14
103005,2023-03-27,14
103005,2023-04-03,14
103005,2023-04-10,14
103005,2023-04-17,14
103005,2023-04-24,14
103005,2023-05-01,10
103005,2023-05-08,10
103005,2023-05-15,9
103005,2023-05-22,9
103005,2023-05-29,7
103005,2023-06-05,1
103005,2023-06-12,15
103005,2023-06-19,14
103005,2023-06-26,14
103005,2023-07-03,14
103005,2023-07-10,13
103005,2023-07-17,11
103005,2023-07-24,11
103005,2023-07-31,8
103005,2023-08-07,6
103005,2023-08-14,6
103005,2023-08-21,6
103005,2023-08-28,6
103005,2023-09-04,5
103005,2023-09-11,5
103005,2023-09-18,3
103005,2023-09-25,17
103005,2023-10-02,16
103005,2023-10-09,15
103005,2023-10-16,15
103005,2023-10-23,15
103005,2023-10-30,13
103005,2023-11-06,13
103005,2023-11-13,11
103005,2023-11-20,11
103005,2023-11-27,11
103005,2023-12-04,10
103005,2023-12-11,8
103005,2023-12-18,8
103005,2023-12-25,6
103005,2024-01-01,6
103005,2024-01-08,6
103005,2024-01-15,3
103005,2024-01-22,17
103005,2024-01-29,17
103005,2024-02-05,17
103005,2024-02-12,16
103005,2024-02-19,15
103005,2024-02-26,15
103005,2024-03-04,12
103005,2024-03-11,11
103005,2024-03-18,9
103005,2024-03-25,7
103005,2024-04-01,7
103005,2024-04-08,6
103005,2024-04-15,5
103005,2024-04-22,5
103005,2024-04-29,4
103005,2024-05-06,18
103005,2024-05-13,16
103005,2024-05-20,16
103005,2024-05-27,15
103005,2024-06-03,15
103005,2024-06-10,15
103005,2024-06-17,15
103005,2024-06-24,13
103005,2024-07-01,11
103005,2024-07-08,11
103005,2024-07-15,10
103005,2024-07-22,7
103005,2024-07-29,5
103005,2024-08-05,5
103005,2024-08-12,3
103005,2024-08-19,17
103005,2024-08-26,16
103005,2024-09-02,16
103005,2024-09-09,16
103005,2024-09-16,15
103005,2024-09-23,14
103005,2024-09-30,14
103005,2024-10-07,14
103005,2024-10-14,13
103005,2024-10-21,11
103005,2024-10-28,10
103005,2024-11-04,9
103005,2024-11-11,2
103005,2024-11-18,14
103005,2024-11-25,9
103005,2024-12-02,8
103005,2024-12-09,3
103005,2024-12-16,14
103005,2024-12-23,13
103005,2024-12-30,12
103005,2025-01-06,12
103005,2025-01-13,10
103005,2025-01-20,9
103005,2025-01-27,9
103005,2025-02-03,8
103005,2025-02-10,8
103005,2025-02-17,8
103005,2025-02-24,4
103005,2025-03-03,18
103005,2025-03-10,15
103005,2025-03-17,11
103005,2025-03-24,10
103005,2025-03-31,7
103005,2025-04-07,4
103005,2025-04-14,15
103005,2025-04-21,15
103005,2025-04-28,15
103005,2025-05-05,15
103005,2025-05-12,12
103005,2025-05-19,12
103005,2025-05-26,10
103005,2025-06-02,7
103005,2025-06-09,7
103005,2025-06-16,7
103005,2025-06-23,5
103005,2025-06-30,5
103005,2025-07-07,4
103005,2025-07-14,18
103005,2025-07-21,18
103005,2025-07-28,16
103005,2025-08-04,14
103005,2025-08-11,13
103005,2025-08-18,12
103005,2025-08-25,11
103005,2025-09-01,10
103005,2025-09-08,10
103005,2025-09-15,8
103005,2025-09-22,8
103005,2025-09-29,1
103005,2025-10-06,12
103005,2025-10-13,11
103005,2025-10-20,9
103005,2025-10-27,6
103005,2025-11-03,4
103005,2025-11-10,13
103005,2025-11-17,12
103005,2025-11-24,10
103005,2025-12-01,7
103005,2025-12-08,7
103005,2025-12-15,7
103005,2025-12-22,7
103005,2025-12-29,6
102003,2023-01-02,17
102003,2023-01-09,15
102003,2023-01-16,15
102003,2023-01-23,12
102003,2023-01-30,12
102003,2023-02-06,12
102003,2023-02-13,12
102003,2023-02-20,10
102003,2023-02-27,10
102003,2023-03-06,8
102003,2023-03-13,8
102003,2023-03-20,7
102003,2023-03-27,7
102003,2023-04-03,7
102003,2023-04-10,7
102003,2023-04-17,6
102003,2023-04-24,6
102003,2023-05-01,6
102003,2023-05-08,6
102003,2023-05-15,6
102003,2023-05-22,6
102003,2023-05-29,6
102003,2023-06-05,6
102003,2023-06-12,6
102003,2023-06-19,5
102003,2023-06-26,5
102003,2023-07-03,5
102003,2023-07-10,4
102003,2023-07-17,19
102003,2023-07-24,18
102003,2023-07-31,18
102003,2023-08-07,17
102003,2023-08-14,17
102003,2023-08-21,15
102003,2023-08-28,15
102003,2023-09-04,15
102003,2023-09-11,15
102003,2023-09-18,14
102003,2023-09-25,13
102003,2023-10-02,10
102003,2023-10-09,10
102003,2023-10-16,9
102003,2023-10-23,8
102003,2023-10-30,8
102003,2023-11-06,8
102003,2023-11-13,5
102003,2023-11-20,2
102003,2023-11-27,17
102003,2023-12-04,17
102003,2023-12-11,17
102003,2023-12-18,17
102003,2023-12-25,15
102003,2024-01-01,14
102003,2024-01-08,14
102003,2024-01-15,13
102003,2024-01-22,11
102003,2024-01-29,11
102003,2024-02-05,10
102003,2024-02-12,8
102003,2024-02-19,5
102003,2024-02-26,5
102003,2024-03-04,5
102003,2024-03-11,2
102003,2024-03-18,13
102003,2024-03-25,13
102003,2024-04-01,10
102003,2024-04-08,8
102003,2024-04-15,6
102003,2024-04-22,6
102003,2024-04-29,3
102003,2024-05-06,17
102003,2024-05-13,17
102003,2024-05-20,16
102003,2024-05-27,16
102003,2024-06-03,16
102003,2024-06-10,15
102003,2024-06-17,15
102003,2024-06-24,14
102003,2024-07-01,14
102003,2024-07-08,13
102003,2024-07-15,13
102003,2024-07-22,12
102003,2024-07-29,11
102003,2024-08-05,11
102003,2024-08-12,9
102003,2024-08-19,9
102003,2024-08-26,9
102003,2024-09-02,9
102003,2024-09-09,8
102003,2024-09-16,5
102003,2024-09-23,5
102003,2024-09-30,3
102003,2024-10-07,18
102003,2024-10-14,14
102003,2024-10-21,14
102003,2024-10-28,14
102003,2024-11-04,11
102003,2024-11-11,7
102003,2024-11-18,4
102003,2024-11-25,19
102003,2024-12-02,18
102003,2024-12-09,18
102003,2024-12-16,17
102003,2024-12-23,13
102003,2024-12-30,10
102003,2025-01-06,9
102003,2025-01-13,6
102003,2025-01-20,6
102003,2025-01-27,6
102003,2025-02-03,6
102003,2025-02-10,6
102003,2025-02-17,3
102003,2025-02-24,16
102003,2025-03-03,12
102003,2025-03-10,10
102003,2025-03-17,9
102003,2025-03-24,9
102003,2025-03-31,7
102003,2025-04-07,7
102003,2025-04-14,4
102003,2025-04-21,18
102003,2025-04-28,16
102003,2025-05-05,16
102003,2025-05-12,16
102003,2025-05-19,16
102003,2025-05-26,15
102003,2025-06-02,12
102003,2025-06-09,12
102003,2025-06-16,12
102003,2025-06-23,9
102003,2025-06-30,7
102003,2025-07-07,7
102003,2025-07-14,6
102003,2025-07-21,5
102003,2025-07-28,2
102003,2025-08-04,14
102003,2025-08-11,12
102003,2025-08-18,12
102003,2025-08-25,11
102003,2025-09-01,10
102003,2025-09-08,8
102003,2025-09-15,3
102003,2025-09-22,14
102003,2025-09-29,10
102003,2025-10-06,10
102003,2025-10-13,6
102003,2025-10-20,6
102003,2025-10-27,6
102003,2025-11-03,5
102003,2025-11-10,3
102003,2025-11-17,18
102003,2025-11-24,14
102003,2025-12-01,10
102003,2025-12-08,8
102003,2025-12-15,7
102003,2025-12-22,7
102003,2025-12-29,7
603003,2023-01-02,17
603003,2023-01-09,17
603003,2023-01-16,17
603003,2023-01-23,17
603003,2023-01-30,16
603003,2023-02-06,16
603003,2023-02-13,16
603003,2023-02-20,16
603003,2023-02-27,16
603003,2023-03-06,16
603003,2023-03-13,16
603003,2023-03-20,16
603003,2023-03-27,16
603003,2023-04-03,16
603003,2023-04-10,16
603003,2023-04-17,16
603003,2023-04-24,15
603003,2023-05-01,15
603003,2023-05-08,15
603003,2023-05-15,15
603003,2023-05-22,15
603003,2023-05-29,15
603003,2023-06-05,15
603003,2023-06-12,15
603003,2023-06-19,11
603003,2023-06-26,11
603003,2023-07-03,11
603003,2023-07-10,8
603003,2023-07-17,8
603003,2023-07-24,8
603003,2023-07-31,4
603003,2023-08-07,21
603003,2023-08-14,19
603003,2023-08-21,19
603003,2023-08-28,17
603003,2023-09-04,16
603003,2023-09-11,16
603003,2023-09-18,16
603003,2023-09-25,16
603003,2023-10-02,16
603003,2023-10-09,16
603003,2023-10-16,16
603003,2023-10-23,16
603003,2023-10-30,12
603003,2023-11-06,9
603003,2023-11-13,8
603003,2023-11-20,8
603003,2023-11-27,7
603003,2023-12-04,4
603003,2023-12-11,21
603003,2023-12-18,19
603003,2023-12-25,18
603003,2024-01-01,18
603003,2024-01-08,18
603003,2024-01-15,18
603003,2024-01-22,18
603003,2024-01-29,18
603003,2024-02-05,18
603003,2024-02-12,18
603003,2024-02-19,17
603003,2024-02-26,16
603003,2024-03-04,14
603003,2024-03-11,12
603003,2024-03-18,12
603003,2024-03-25,10
603003,2024-04-01,7
603003,2024-04-08,7
603003,2024-04-15,7
603003,2024-04-22,6
603003,2024-04-29,6
603003,2024-05-06,6
603003,2024-05-13,3
603003,2024-05-20,17
603003,2024-05-27,15
603003,2024-06-03,15
603003,2024-06-10,14
603003,2024-06-17,12
603003,2024-06-24,7
603003,2024-07-01,3
603003,2024-07-08,18
603003,2024-07-15,18
603003,2024-07-22,17
603003,2024-07-29,17
603003,2024-08-05,17
603003,2024-08-12,15
603003,2024-08-19,15
603003,2024-08-26,13
603003,2024-09-02,13
603003,2024-09-09,12
603003,2024-09-16,11
603003,2024-09-23,11
603003,2024-09-30,10
603003,2024-10-07,7
603003,2024-10-14,4
603003,2024-10-21,20
603003,2024-10-28,18
603003,2024-11-04,14
603003,2024-11-11,8
603003,2024-11-18,8
603003,2024-11-25,6
603003,2024-12-02,5
603003,2024-12-09,15
603003,2024-12-16,15
603003,2024-12-23,11
603003,2024-12-30,7
603003,2025-01-06,7
603003,2025-01-13,6
603003,2025-01-20,6
603003,2025-01-27,6
603003,2025-02-03,6
603003,2025-02-10,4
603003,2025-02-17,16
603003,2025-02-24,13
603003,2025-03-03,12
603003,2025-03-10,10
603003,2025-03-17,9
603003,2025-03-24,6
603003,2025-03-31,5
603003,2025-04-07,20
603003,2025-04-14,19
603003,2025-04-21,19
603003,2025-04-28,16
603003,2025-05-05,15
603003,2025-05-12,14
603003,2025-05-19,11
603003,2025-05-26,11
603003,2025-06-02,10
603003,2025-06-09,10
603003,2025-06-16,10
603003,2025-06-23,8
603003,2025-06-30,7
603003,2025-07-07,7
603003,2025-07-14,7
603003,2025-07-21,2
603003,2025-07-28,19
603003,2025-08-04,19
603003,2025-08-11,16
603003,2025-08-18,16
603003,2025-08-25,16
603003,2025-09-01,13
603003,2025-09-08,11
603003,2025-09-15,10
603003,2025-09-22,7
603003,2025-09-29,4
603003,2025-10-06,17
603003,2025-10-13,15
603003,2025-10-20,14
603003,2025-10-27,11
603003,2025-11-03,9
603003,2025-11-10,5
603003,2025-11-17,22
603003,2025-11-24,17
603003,2025-12-01,15
603003,2025-12-08,13
603003,2025-12-15,11
603003,2025-12-22,8
603003,2025-12-29,8
102004,2023-01-02,14
102004,2023-01-09,10
102004,2023-01-16,10
102004,2023-01-23,10
102004,2023-01-30,10
102004,2023-02-06,10
102004,2023-02-13,10
102004,2023-02-20,9
102004,2023-02-27,9
102004,2023-03-06,9
102004,2023-03-13,9
102004,2023-03-20,9
102004,2023-03-27,9
102004,2023-04-03,9
102004,2023-04-10,9
102004,2023-04-17,9
102004,2023-04-24,8
102004,2023-05-01,7
102004,2023-05-08,7
102004,2023-05-15,7
102004,2023-05-22,6
102004,2023-05-29,6
102004,2023-06-05,6
102004,2023-06-12,5
102004,2023-06-19,4
102004,2023-06-26,19
102004,2023-07-03,18
102004,2023-07-10,15
102004,2023-07-17,14
102004,2023-07-24,13
102004,2023-07-31,13
102004,2023-08-07,13
102004,2023-08-14,13
102004,2023-08-21,11
102004,2023-08-28,10
102004,2023-09-04,10
102004,2023-09-11,10
102004,2023-09-18,10
102004,2023-09-25,10
102004,2023-10-02,10
102004,2023-10-09,10
102004,2023-10-16,10
102004,2023-10-23,8
102004,2023-10-30,7
102004,2023-11-06,7
102004,2023-11-13,4
102004,2023-11-20,18
102004,2023-11-27,18
102004,2023-12-04,17
102004,2023-12-11,14
102004,2023-12-18,14
102004,2023-12-25,14
102004,2024-01-01,12
102004,2024-01-08,12
102004,2024-01-15,12
102004,2024-01-22,12
102004,2024-01-29,12
102004,2024-02-05,12
102004,2024-02-12,9
102004,2024-02-19,7
102004,2024-02-26,7
102004,2024-03-04,7
102004,2024-03-11,7
102004,2024-03-18,6
102004,2024-03-25,5
102004,2024-04-01,5
102004,2024-04-08,5
102004,2024-04-15,3
102004,2024-04-22,18
102004,2024-04-29,12
102004,2024-05-06,9
102004,2024-05-13,9
102004,2024-05-20,9
102004,2024-05-27,8
102004,2024-06-03,8
102004,2024-06-10,6
102004,2024-06-17,6
102004,2024-06-24,6
102004,2024-07-01,6
102004,2024-07-08,4
102004,2024-07-15,19
102004,2024-07-22,16
102004,2024-07-29,16
102004,2024-08-05,16
102004,2024-08-12,16
102004,2024-08-19,16
102004,2024-08-26,15
102004,2024-09-02,10
102004,2024-09-09,10
102004,2024-09-16,8
102004,2024-09-23,6
102004,2024-09-30,5
102004,2024-10-07,1
102004,2024-10-14,15
102004,2024-10-21,15
102004,2024-10-28,14
102004,2024-11-04,14
102004,2024-11-11,12
102004,2024-11-18,9
102004,2024-11-25,8
102004,2024-12-02,5
102004,2024-12-09,5
102004,2024-12-16,3
102004,2024-12-23,15
102004,2024-12-30,14
102004,2025-01-06,12
102004,2025-01-13,11
102004,2025-01-20,7
102004,2025-01-27,5
102004,2025-02-03,4
102004,2025-02-10,15
102004,2025-02-17,14
102004,2025-02-24,12
102004,2025-03-03,12
102004,2025-03-10,11
102004,2025-03-17,11
102004,2025-03-24,10
102004,2025-03-31,8
102004,2025-04-07,7
102004,2025-04-14,6
102004,2025-04-21,6
102004,2025-04-28,5
102004,2025-05-05,5
102004,2025-05-12,1
102004,2025-05-19,15
102004,2025-05-26,14
102004,2025-06-02,13
102004,2025-06-09,11
102004,2025-06-16,8
102004,2025-06-23,3
102004,2025-06-30,14
102004,2025-07-07,10
102004,2025-07-14,7
102004,2025-07-21,5
102004,2025-07-28,4
102004,2025-08-04,13
102004,2025-08-11,12
102004,2025-08-18,12
102004,2025-08-25,12
102004,2025-09-01,12
102004,2025-09-08,11
102004,2025-09-15,10
102004,2025-09-22,9
102004,2025-09-29,7
102004,2025-10-06,0
102004,2025-10-13,14
102004,2025-10-20,11
102004,2025-10-27,10
102004,2025-11-03,10
102004,2025-11-10,7
102004,2025-11-17,4
102004,2025-11-24,19
102004,2025-12-01,14
102004,2025-12-08,12
102004,2025-12-15,8
102004,2025-12-22,7
102004,2025-12-29,7
603008,2023-01-02,125
603008,2023-01-09,122
603008,2023-01-16,110
603008,2023-01-23,97
603008,2023-01-30,94
603008,2023-02-06,85
603008,2023-02-13,77
603008,2023-02-20,69
603008,2023-02-27,69
603008,2023-03-06,67
603008,2023-03-13,58
603008,2023-03-20,53
603008,2023-03-27,46
603008,2023-04-03,40
603008,2023-04-10,31
603008,2023-04-17,117
603008,2023-04-24,109
603008,2023-05-01,97
603008,2023-05-08,93
603008,2023-05-15,80
603008,2023-05-22,71
603008,2023-05-29,64
603008,2023-06-05,54
603008,2023-06-12,46
603008,2023-06-19,39
603008,2023-06-26,37
603008,2023-07-03,28
603008,2023-07-10,119
603008,2023-07-17,115
603008,2023-07-24,108
603008,2023-07-31,104
603008,2023-08-07,93
603008,2023-08-14,87
603008,2023-08-21,81
603008,2023-08-28,77
603008,2023-09-04,67
603008,2023-09-11,55
603008,2023-09-18,47
603008,2023-09-25,38
603008,2023-10-02,30
603008,2023-10-09,124
603008,2023-10-16,103
603008,2023-10-23,93
603008,2023-10-30,87
603008,2023-11-06,75
603008,2023-11-13,58
603008,2023-11-20,55
603008,2023-11-27,34
603008,2023-12-04,14
603008,2023-12-11,87
603008,2023-12-18,67
603008,2023-12-25,59
603008,2024-01-01,43
603008,2024-01-08,33
603008,2024-01-15,24
603008,2024-01-22,112
603008,2024-01-29,96
603008,2024-02-05,87
603008,2024-02-12,70
603008,2024-02-19,56
603008,2024-02-26,45
603008,2024-03-04,41
603008,2024-03-11,26
603008,2024-03-18,113
603008,2024-03-25,101
603008,2024-04-01,87
603008,2024-04-08,69
603008,2024-04-15,58
603008,2024-04-22,47
603008,2024-04-29,34
603008,2024-05-06,24
603008,2024-05-13,103
603008,2024-05-20,94
603008,2024-05-27,81
603008,2024-06-03,71
603008,2024-06-10,61
603008,2024-06-17,40
603008,2024-06-24,32
603008,2024-07-01,119
603008,2024-07-08,109
603008,2024-07-15,91
603008,2024-07-22,82
603008,2024-07-29,76
603008,2024-08-05,67
603008,2024-08-12,57
603008,2024-08-19,49
603008,2024-08-26,36
603008,2024-09-02,19
603008,2024-09-09,97
603008,2024-09-16,89
603008,2024-09-23,65
603008,2024-09-30,56
603008,2024-10-07,42
603008,2024-10-14,38
603008,2024-10-21,20
603008,2024-10-28,101
603008,2024-11-04,66
603008,2024-11-11,40
603008,2024-11-18,18
603008,2024-11-25,82
603008,2024-12-02,50
603008,2024-12-09,32
603008,2024-12-16,117
603008,2024-12-23,99
603008,2024-12-30,79
603008,2025-01-06,68
603008,2025-01-13,60
603008,2025-01-20,52
603008,2025-01-27,40
603008,2025-02-03,24
603008,2025-02-10,102
603008,2025-02-17,86
603008,2025-02-24,72
603008,2025-03-03,55
603008,2025-03-10,46
603008,2025-03-17,32
603008,2025-03-24,106
603008,2025-03-31,86
603008,2025-04-07,63
603008,2025-04-14,46
603008,2025-04-21,34
603008,2025-04-28,28
603008,2025-05-05,112
603008,2025-05-12,102
603008,2025-05-19,76
603008,2025-05-26,65
603008,2025-06-02,49
603008,2025-06-09,41
603008,2025-06-16,28
603008,2025-06-23,97
603008,2025-06-30,84
603008,2025-07-07,75
603008,2025-07-14,61
603008,2025-07-21,56
603008,2025-07-28,36
603008,2025-08-04,29
603008,2025-08-11,104
603008,2025-08-18,98
603008,2025-08-25,86
603008,2025-09-01,75
603008,2025-09-08,54
603008,2025-09-15,32
603008,2025-09-22,111
603008,2025-09-29,92
603008,2025-10-06,65
603008,2025-10-13,54
603008,2025-10-20,28
603008,2025-10-27,95
603008,2025-11-03,62
603008,2025-11-10,22
603008,2025-11-17,74
603008,2025-11-24,60
603008,2025-12-01,26
603008,2025-12-08,94
603008,2025-12-15,73
603008,2025-12-22,46
603008,2025-12-29,46
301006,2023-01-02,16
301006,2023-01-09,16
301006,2023-01-16,16
301006,2023-01-23,16
301006,2023-01-30,16
301006,2023-02-06,15
301006,2023-02-13,15
301006,2023-02-20,15
301006,2023-02-27,14
301006,2023-03-06,12
301006,2023-03-13,12
301006,2023-03-20,11
301006,2023-03-27,11
301006,2023-04-03,9
301006,2023-04-10,9
301006,2023-04-17,8
301006,2023-04-24,8
301006,2023-05-01,8
301006,2023-05-08,6
301006,2023-05-15,3
301006,2023-05-22,17
301006,2023-05-29,13
301006,2023-06-05,13
301006,2023-06-12,13
301006,2023-06-19,9
301006,2023-06-26,8
301006,2023-07-03,4
301006,2023-07-10,16
301006,2023-07-17,16
301006,2023-07-24,16
301006,2023-07-31,15
301006,2023-08-07,15
301006,2023-08-14,11
301006,2023-08-21,11
301006,2023-08-28,11
301006,2023-09-04,11
301006,2023-09-11,11
301006,2023-09-18,11
301006,2023-09-25,9
301006,2023-10-02,9
301006,2023-10-09,7
301006,2023-10-16,7
301006,2023-10-23,6
301006,2023-10-30,1
301006,2023-11-06,16
301006,2023-11-13,14
301006,2023-11-20,11
301006,2023-11-27,9
301006,2023-12-04,8
301006,2023-12-11,6
301006,2023-12-18,2
301006,2023-12-25,16
301006,2024-01-01,13
301006,2024-01-08,13
301006,2024-01-15,11
301006,2024-01-22,11
301006,2024-01-29,11
301006,2024-02-05,11
301006,2024-02-12,11
301006,2024-02-19,11
301006,2024-02-26,8
301006,2024-03-04,8
301006,2024-03-11,8
301006,2024-03-18,5
301006,2024-03-25,5
301006,2024-04-01,5
301006,2024-04-08,5
301006,2024-04-15,4
301006,2024-04-22,19
301006,2024-04-29,19
301006,2024-05-06,18
301006,2024-05-13,17
301006,2024-05-20,14
301006,2024-05-27,14
301006,2024-06-03,11
301006,2024-06-10,9
301006,2024-06-17,9
301006,2024-06-24,7
301006,2024-07-01,6
301006,2024-07-08,6
301006,2024-07-15,6
301006,2024-07-22,3
301006,2024-07-29,18
301006,2024-08-05,18
301006,2024-08-12,16
301006,2024-08-19,15
301006,2024-08-26,15
301006,2024-09-02,15
301006,2024-09-09,14
301006,2024-09-16,13
301006,2024-09-23,11
301006,2024-09-30,10
301006,2024-10-07,10
301006,2024-10-14,10
301006,2024-10-21,7
301006,2024-10-28,6
301006,2024-11-04,4
301006,2024-11-11,19
301006,2024-11-18,16
301006,2024-11-25,13
301006,2024-12-02,12
301006,2024-12-09,9
301006,2024-12-16,6
301006,2024-12-23,6
301006,2024-12-30,1
301006,2025-01-06,14
301006,2025-01-13,12
301006,2025-01-20,7
301006,2025-01-27,7
301006,2025-02-03,6
301006,2025-02-10,4
301006,2025-02-17,17
301006,2025-02-24,16
301006,2025-03-03,16
301006,2025-03-10,16
301006,2025-03-17,15
301006,2025-03-24,15
301006,2025-03-31,15
301006,2025-04-07,15
301006,2025-04-14,14
301006,2025-04-21,13
301006,2025-04-28,12
301006,2025-05-05,11
301006,2025-05-12,11
301006,2025-05-19,11
301006,2025-05-26,10
301006,2025-06-02,10
301006,2025-06-09,5
301006,2025-06-16,3
301006,2025-06-23,18
301006,2025-06-30,17
301006,2025-07-07,17
